node_name,node_type,has_metadata_transport_type,metadata_transport_type,declared_dependencies,declared_config_env_vars,publish_topics_count,subscribe_topics_count,handler_transports_detected,classification,classification_reason
node_ab_compare_orchestrator,orchestrator,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_ab_compare_reducer,reducer,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_ab_inference_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_agent_coordinator_orchestrator,ORCHESTRATOR,false,,AdapterValkey|HandlerDb|HandlerKafka|HandlerSubscription|ProtocolSubscriptionManager,,0,0,,config_required,"handler_transports=[], declared_dep_transports=['kafka', 'postgres', 'valkey'], config_env_vars=0, publish=0, subscribe=0"
node_agent_learning_retrieval_effect,EFFECT,false,,ProtocolEmbeddingClient|qdrant,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_aislop_sweep,compute,false,,,,3,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=3, subscribe=1"
node_audit_trail_compactor,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_authorize,effect,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_auto_merge_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_autopilot_orchestrator,orchestrator,false,,,,6,1,valkey,needs_review,handler uses ['valkey'] but contract dependencies[] does not declare it
node_baseline_capture,compute,false,,,,1,1,postgres|valkey,needs_review,"handler uses ['postgres', 'valkey'] but contract dependencies[] does not declare it"
node_baseline_compare,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_build_dispatch_effect,effect,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_build_loop,compute,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_build_loop_orchestrator,orchestrator,false,,,,12,2,kafka,config_required,"handler_transports=['kafka'], declared_dep_transports=[], config_env_vars=0, publish=12, subscribe=2"
node_bus_audit_compute,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_ci_fix_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_ci_rerun_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_ci_watch,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_close_out,compute,false,,,,3,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=3, subscribe=1"
node_closeout_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_code_embedding_effect,EFFECT,false,,ProtocolCodeEntityRepository|embedding_model|qdrant,CODE_EMBEDDING_BATCH_SIZE|CODE_EMBEDDING_VECTOR_SIZE|EMBEDDING_MODEL_URL|QDRANT_CODE_COLLECTION|QDRANT_HOST|QDRANT_PORT,1,1,,config_required,"handler_transports=[], declared_dep_transports=['postgres'], config_env_vars=6, publish=1, subscribe=1"
node_code_enrichment_effect,EFFECT,false,,ProtocolCodeEntityRepository|llm_coder|llm_fallback,CODE_ENRICHMENT_BATCH_SIZE|CODE_ENRICHMENT_CONFIDENCE_THRESHOLD|CODE_ENRICHMENT_VERSION|LLM_CODER_URL|LLM_FALLBACK_URL,1,1,,config_required,"handler_transports=[], declared_dep_transports=['llm', 'postgres'], config_env_vars=5, publish=1, subscribe=1"
node_coderabbit_triage,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_compliance_sweep,compute,false,,,,2,1,postgres,needs_review,handler uses ['postgres'] but contract dependencies[] does not declare it
node_conflict_hunk_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_contract_sweep,compute,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_coverage_sweep,compute,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_create_ticket,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_dashboard_sweep,compute,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_data_flow_sweep,compute,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_data_verification,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_database_sweep,compute,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_design_to_plan,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_dispatch_queue_drainer,compute,false,,,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_dispatch_worker,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_dispatch_worker_execution_effect,effect,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_doc_freshness_sweep,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_dod_sweep_orchestrator,orchestrator,false,,,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_dod_verify,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_duplication_sweep,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_e2e_orchestrator,orchestrator,false,,,,0,0,kafka,needs_review,handler uses ['kafka'] but contract dependencies[] does not declare it
node_emit_daemon,service,false,,,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_env_parity_compute,compute,false,,,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_environment_health_scanner,compute,false,,,,2,1,valkey,needs_review,handler uses ['valkey'] but contract dependencies[] does not declare it
node_filesystem_crawler_effect,EFFECT,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_finding_aggregator_compute,COMPUTE_GENERIC,false,,,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_fixer_dispatcher,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_full_triage_orchestrator,orchestrator,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_gap_compute,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_golden_chain_sweep,compute,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_handoff_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_hostile_reviewer,workflow,false,,,,6,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=6, subscribe=1"
node_integration_sweep_orchestrator,orchestrator,false,,,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_integration_test_runner,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_intelligence_orchestrator,ORCHESTRATOR_GENERIC,false,,intelligence_adapter_effect|intelligence_reducer|pattern_extraction_compute|pattern_learning_compute|pattern_matching_compute|quality_scoring_compute|semantic_analysis_compute,,8,5,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=8, subscribe=5"
node_intelligence_reducer,REDUCER_GENERIC,false,,container|database,,1,2,,config_required,"handler_transports=[], declared_dep_transports=['postgres'], config_env_vars=0, publish=1, subscribe=2"
node_intent_event_consumer_effect,EFFECT,false,,HandlerIntentStorageAdapter,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_intent_query_effect,EFFECT,false,,AdapterIntentGraph|kafka|memgraph,,1,1,postgres,needs_review,handler uses ['postgres'] but contract dependencies[] does not declare it
node_intent_storage_effect,EFFECT,false,,AdapterIntentGraph|memgraph,,2,0,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=0"
node_kafka_topic_emit_probe,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_kreuzberg_parse_effect,EFFECT,false,,ModelKreuzbergParseConfig,,2,2,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=2"
node_ledger_append_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_ledger_hash_compute,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_ledger_orchestrator,orchestrator,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_ledger_state_reducer,reducer,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_linear_triage,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_llm_eval_harness,compute,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_local_review,compute,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_log_projection,reducer,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_loop_state_reducer,reducer,false,,,,1,7,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=7"
node_memory_lifecycle_orchestrator,ORCHESTRATOR_GENERIC,false,,ProtocolArchiveStorage|ProtocolMemoryStorage|ProtocolProjectionReader,,4,3,postgres,needs_review,handler uses ['postgres'] but contract dependencies[] does not declare it
node_memory_retrieval_effect,EFFECT,false,,ProtocolMemoryOperations|ProtocolVectorStoreHandler|graph_db|postgresql|qdrant,,1,1,,config_required,"handler_transports=[], declared_dep_transports=['postgres'], config_env_vars=0, publish=1, subscribe=1"
node_memory_storage_effect,EFFECT,false,,ProtocolMemoryBase|ProtocolMemoryOperations|ProtocolMemoryStorage|filesystem|pinecone|postgresql|redis,,4,0,,config_required,"handler_transports=[], declared_dep_transports=['postgres', 'valkey'], config_env_vars=0, publish=4, subscribe=0"
node_merge_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_merge_sweep_auto_merge_arm_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_merge_sweep_compute,compute,false,,,,1,1,kafka,config_required,"handler_transports=['kafka'], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_merge_sweep_state_reducer,reducer,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_merge_sweep_triage_orchestrator,orchestrator,false,,,,7,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=7, subscribe=1"
node_model_router,compute,false,,ModelRoutingPolicy|model_registry,,1,0,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=0"
node_monitor_alert_responder,effect,false,,,,3,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=3, subscribe=1"
node_navigation_history_reducer,REDUCER,false,,,,0,0,postgres,needs_review,handler uses ['postgres'] but contract dependencies[] does not declare it
node_nightly_loop_controller,orchestrator,false,,,,9,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=9, subscribe=1"
node_onboarding,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_overnight,orchestrator,false,,,,6,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=6, subscribe=1"
node_overseer_observer,compute,false,,,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_overseer_verifier,compute,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_pattern_b_broker,orchestrator,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_persona_builder_compute,COMPUTE,false,,,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_persona_lifecycle_orchestrator,ORCHESTRATOR,false,,,,1,2,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=2"
node_persona_retrieval_effect,EFFECT,false,,,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_persona_storage_effect,EFFECT,false,,,,1,0,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=0"
node_pipeline_fill,ORCHESTRATOR,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_plan_to_tickets,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_platform_diagnostics,orchestrator,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_platform_readiness,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_polish_task_classifier,COMPUTE_GENERIC,false,,,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_pr_health_monitor,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_pr_lifecycle_fix_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_pr_lifecycle_inventory_compute,COMPUTE_GENERIC,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_pr_lifecycle_merge_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_pr_lifecycle_orchestrator,orchestrator,false,,,,8,1,kafka,config_required,"handler_transports=['kafka'], declared_dep_transports=[], config_env_vars=0, publish=8, subscribe=1"
node_pr_lifecycle_state_reducer,reducer,false,,,,1,6,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=6"
node_pr_lifecycle_triage_compute,COMPUTE_GENERIC,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_pr_polish,compute,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_pr_review_bot,workflow,false,,,,9,2,llm,needs_review,handler uses ['llm'] but contract dependencies[] does not declare it
node_pr_snapshot_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_pr_watch_orchestrator,orchestrator,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_process_watchdog,compute,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_projection_baselines,reducer,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_projection_cost_by_repo,REDUCER_GENERIC,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_projection_cost_summary,REDUCER_GENERIC,false,,,,1,2,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=2"
node_projection_cost_token_usage,REDUCER_GENERIC,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_projection_delegation,reducer,false,,,,1,2,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=2"
node_projection_llm_cost,reducer,false,,,,1,1,kafka|postgres,needs_review,handler uses ['postgres'] but contract dependencies[] does not declare it
node_projection_overnight,reducer,false,,,,1,3,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=3"
node_projection_query,query,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_projection_registration,reducer,false,,,,1,3,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=3"
node_projection_savings,reducer,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_projection_session_outcome,reducer,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_quality_scoring_compute,COMPUTE_GENERIC,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_rebase_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_redeploy,workflow,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_release,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_retention_cleanup,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_review_thread_reconciler,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_routing_policy_engine,compute,false,,,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_rsd_fill_compute,COMPUTE_GENERIC,false,,,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_runtime_sweep,compute,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_seam_parallel_executor,orchestrator,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_semantic_analyzer_compute,COMPUTE,false,,,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_session_bootstrap,orchestrator,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_session_compose,ORCHESTRATOR_GENERIC,false,,handler_session_compose,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_session_orchestrator,orchestrator,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_session_post_mortem,reducer,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_similarity_compute,COMPUTE,false,,ModelONEXContainer,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_skill_dispatch_engine_orchestrator,ORCHESTRATOR_GENERIC,false,,handler_skill_requested,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_skill_overseer_verify_orchestrator,ORCHESTRATOR_GENERIC,false,,handler_skill_requested,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_state_persist_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_swarm_supervisor_orchestrator,orchestrator,false,,,,3,2,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=3, subscribe=2"
node_sweep_outcome_classify,compute,false,,,,1,3,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=3"
node_thread_reply_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_ticket_classify_compute,COMPUTE_GENERIC,false,,,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_ticket_pipeline,compute,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_ticket_query,EFFECT_GENERIC,false,,ProtocolProjectTracker,,0,0,,config_free,"no handler transports, no config env_vars, no topics, no transport deps"
node_ticket_work,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_two_strike_arbiter,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_verification_receipt_generator,compute,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_verify_effect,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
node_version_skew_detector,compute,false,,,,2,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=2, subscribe=1"
node_worker_stall_recovery,effect,false,,,,1,1,,config_required,"handler_transports=[], declared_dep_transports=[], config_env_vars=0, publish=1, subscribe=1"
